key	rule	slug	arm	tier	file	line	symbol	message	verdict	why
src/bpe/tiktoken.rs:1684:11:clone-block:ffdc8329b8cb	rs:11	structural-clones	clone-block	indexed	src/bpe/tiktoken.rs	1684	gigatoken::bpe::tiktoken::Tokenizer::encode_pretoken_miss	structural block clone x2 (6 stmts): gigatoken::bpe::tiktoken::Tokenizer::encode_pretoken_miss, gigatoken::bpe::tiktoken::Tokenizer::encode_pretoken_miss_ranked	real	a genuine repeated block: the same statements carry the same decision in 2 places (gigatoken::bpe::tiktoken::Tokenizer::encode_pretoken_miss, gigatoken::bpe::tiktoken::Tokenizer::encode_pretoken_miss_ranked), so the next fix lands in one of them
src/input/file_source.rs:124:11:clone:799889ede07a	rs:11	structural-clones	clone	indexed	src/input/file_source.rs	124	gigatoken::input::file_source::LoadedFile::as_bytes	structural clone x2: gigatoken::bindings::bridge::EncodeInput::as_bytes, gigatoken::input::file_source::LoadedFile::as_bytes	fp	other half of the same shape-only pair: LoadedFile::as_bytes matches over Mmapped/Owned, EncodeInput::as_bytes over Text/Bytes - different types, different variants, nothing to unify
src/input/parquet.rs:81:11:clone:f70539878ed5	rs:11	structural-clones	clone	indexed	src/input/parquet.rs	81	gigatoken::input::parquet::for_each_row::visit_bytes	structural clone x2: gigatoken::input::parquet::for_each_row::visit_bytes, gigatoken::input::parquet::for_each_row::visit_views	real	a genuine whole-function clone across 2 definitions (gigatoken::input::parquet::for_each_row::visit_bytes, gigatoken::input::parquet::for_each_row::visit_views) - one behaviour with 2 homes
src/input/parquet.rs:93:11:clone:f70539878ed5	rs:11	structural-clones	clone	indexed	src/input/parquet.rs	93	gigatoken::input::parquet::for_each_row::visit_views	structural clone x2: gigatoken::input::parquet::for_each_row::visit_bytes, gigatoken::input::parquet::for_each_row::visit_views	real	a genuine whole-function clone across 2 definitions (gigatoken::input::parquet::for_each_row::visit_bytes, gigatoken::input::parquet::for_each_row::visit_views) - one behaviour with 2 homes
src/load_tokenizer/hub.rs:104:11:clone:6420f69d7f2b	rs:11	structural-clones	clone	indexed	src/load_tokenizer/hub.rs	104	gigatoken::load_tokenizer::hub::RepoType::cache_prefix	structural clone x2: gigatoken::load_tokenizer::hub::RepoType::cache_prefix, gigatoken::load_tokenizer::hub::RepoType::url_prefix	fp	"cache_prefix and url_prefix are two 3-arm lookups on the same enum returning entirely disjoint constants (""models"" vs """"); the match-on-self shape is shared, the fact is not"
src/load_tokenizer/hub.rs:113:11:clone:6420f69d7f2b	rs:11	structural-clones	clone	indexed	src/load_tokenizer/hub.rs	113	gigatoken::load_tokenizer::hub::RepoType::url_prefix	structural clone x2: gigatoken::load_tokenizer::hub::RepoType::cache_prefix, gigatoken::load_tokenizer::hub::RepoType::url_prefix	fp	other half of the cache_prefix/url_prefix pair: merging two 6-line constant lookups into one table would cost more than the copy
src/pretokenize/fast/cl100k.rs:39:11:clone:49e07e6f74c7	rs:11	structural-clones	clone	indexed	src/pretokenize/fast/cl100k.rs	39	gigatoken::pretokenize::fast::cl100k::Cl100kScheme::batch_masks	structural clone x4: gigatoken::pretokenize::fast::cl100k::Cl100kScheme::batch_masks, gigatoken::pretokenize::fast::olmo3::Olmo3Scheme::batch_masks, gigatoken::pretokenize::fast::qwen2::Qwen2Scheme::batch_masks +1 more	real	a genuine whole-function clone across 4 definitions (gigatoken::pretokenize::fast::cl100k::Cl100kScheme::batch_masks, gigatoken::pretokenize::fast::olmo3::Olmo3Scheme::batch_masks, gigatoken::pretokenize::fast::qwen2::Qwen2Scheme::batch_masks +1 more) - one behaviour with 4 homes
src/pretokenize/fast/cl100k.rs:48:11:clone:127f1fd2a9c6	rs:11	structural-clones	clone	indexed	src/pretokenize/fast/cl100k.rs	48	gigatoken::pretokenize::fast::cl100k::Cl100kScheme::batch_masks_x86	structural clone x4: gigatoken::pretokenize::fast::cl100k::Cl100kScheme::batch_masks_x86, gigatoken::pretokenize::fast::olmo3::Olmo3Scheme::batch_masks_x86, gigatoken::pretokenize::fast::qwen2::Qwen2Scheme::batch_masks_x86 +1 more	real	a genuine whole-function clone across 4 definitions (gigatoken::pretokenize::fast::cl100k::Cl100kScheme::batch_masks_x86, gigatoken::pretokenize::fast::olmo3::Olmo3Scheme::batch_masks_x86, gigatoken::pretokenize::fast::qwen2::Qwen2Scheme::batch_masks_x86 +1 more) - one behaviour with 4 homes
src/pretokenize/fast/cl100k.rs:89:11:clone:3226c0bc051c	rs:11	structural-clones	clone	indexed	src/pretokenize/fast/cl100k.rs	89	gigatoken::pretokenize::fast::cl100k::FastCl100kPretokenizer::next	structural clone x9: gigatoken::pretokenize::fast::cl100k::FastCl100kPretokenizer::next, gigatoken::pretokenize::fast::kimi::FastKimiPretokenizer::next, gigatoken::pretokenize::fast::nemotron::FastNemotronPretokenizer::next +6 more	real	a genuine whole-function clone across 9 definitions (gigatoken::pretokenize::fast::cl100k::FastCl100kPretokenizer::next, gigatoken::pretokenize::fast::kimi::FastKimiPretokenizer::next, gigatoken::pretokenize::fast::nemotron::FastNemotronPretokenizer::next +6 more) - one behaviour with 9 homes
src/pretokenize/fast/cl100k.rs:103:11:clone-block:06d6cab3cc65	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k.rs	103	gigatoken::pretokenize::fast::cl100k::ws_token_end	structural block clone x3 (5 stmts): gigatoken::pretokenize::fast::cl100k::ws_token_end, gigatoken::pretokenize::fast::olmo3::ws_token_end, gigatoken::pretokenize::fast::qwen2::ws_token_end	real	a genuine repeated block: the same statements carry the same decision in 3 places (gigatoken::pretokenize::fast::cl100k::ws_token_end, gigatoken::pretokenize::fast::olmo3::ws_token_end, gigatoken::pretokenize::fast::qwen2::ws_token_end), so the next fix lands in one of them
src/pretokenize/fast/cl100k.rs:143:11:clone:68307b6992d8	rs:11	structural-clones	clone	indexed	src/pretokenize/fast/cl100k.rs	143	gigatoken::pretokenize::fast::cl100k::advance_pos	structural clone x2: gigatoken::pretokenize::fast::cl100k::advance_pos, gigatoken::pretokenize::fast::olmo3::advance_pos	real	a genuine whole-function clone across 2 definitions (gigatoken::pretokenize::fast::cl100k::advance_pos, gigatoken::pretokenize::fast::olmo3::advance_pos) - one behaviour with 2 homes
src/pretokenize/fast/cl100k.rs:153:11:clone-block:02b2998aeb55	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k.rs	153	gigatoken::pretokenize::fast::cl100k::advance_pos	structural block clone x4 (5 stmts): gigatoken::pretokenize::fast::cl100k::advance_pos, gigatoken::pretokenize::fast::olmo3::advance_pos, gigatoken::pretokenize::fast::qwen2::advance_pos +1 more	real	a genuine repeated block: the same statements carry the same decision in 4 places (gigatoken::pretokenize::fast::cl100k::advance_pos, gigatoken::pretokenize::fast::olmo3::advance_pos, gigatoken::pretokenize::fast::qwen2::advance_pos +1 more), so the next fix lands in one of them
src/pretokenize/fast/cl100k.rs:153:11:clone-block:c2f847f51678	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k.rs	153	gigatoken::pretokenize::fast::cl100k::advance_pos	structural block clone x3 (6 stmts): gigatoken::pretokenize::fast::cl100k::advance_pos, gigatoken::pretokenize::fast::olmo3::advance_pos, gigatoken::pretokenize::fast::qwen2::advance_pos	real	a genuine repeated block: the same statements carry the same decision in 3 places (gigatoken::pretokenize::fast::cl100k::advance_pos, gigatoken::pretokenize::fast::olmo3::advance_pos, gigatoken::pretokenize::fast::qwen2::advance_pos), so the next fix lands in one of them
src/pretokenize/fast/cl100k.rs:185:11:clone-block:2d6d3d051722	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k.rs	185	gigatoken::pretokenize::fast::cl100k::advance_pos	structural block clone x2 (9 stmts): gigatoken::pretokenize::fast::cl100k::advance_pos, gigatoken::pretokenize::fast::olmo3::advance_pos	real	a genuine repeated block: the same statements carry the same decision in 2 places (gigatoken::pretokenize::fast::cl100k::advance_pos, gigatoken::pretokenize::fast::olmo3::advance_pos), so the next fix lands in one of them
src/pretokenize/fast/cl100k.rs:211:11:clone-block:ea0f35b59319	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k.rs	211	gigatoken::pretokenize::fast::cl100k::advance_pos	structural block clone x4 (6 stmts): gigatoken::pretokenize::fast::cl100k::advance_pos, gigatoken::pretokenize::fast::olmo3::advance_pos, gigatoken::pretokenize::fast::qwen2::advance_pos +1 more	real	a genuine repeated block: the same statements carry the same decision in 4 places (gigatoken::pretokenize::fast::cl100k::advance_pos, gigatoken::pretokenize::fast::olmo3::advance_pos, gigatoken::pretokenize::fast::qwen2::advance_pos +1 more), so the next fix lands in one of them
src/pretokenize/fast/cl100k.rs:212:11:clone-block:aa413464f0f1	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k.rs	212	gigatoken::pretokenize::fast::cl100k::advance_pos	structural block clone x4 (5 stmts): gigatoken::pretokenize::fast::cl100k::advance_pos, gigatoken::pretokenize::fast::olmo3::advance_pos, gigatoken::pretokenize::fast::qwen2::advance_pos +1 more	real	a genuine repeated block: the same statements carry the same decision in 4 places (gigatoken::pretokenize::fast::cl100k::advance_pos, gigatoken::pretokenize::fast::olmo3::advance_pos, gigatoken::pretokenize::fast::qwen2::advance_pos +1 more), so the next fix lands in one of them
src/pretokenize/fast/cl100k.rs:213:11:clone-block:aaec9161690f	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k.rs	213	gigatoken::pretokenize::fast::cl100k::advance_pos	structural block clone x4 (5 stmts): gigatoken::pretokenize::fast::cl100k::advance_pos, gigatoken::pretokenize::fast::olmo3::advance_pos, gigatoken::pretokenize::fast::qwen2::advance_pos +1 more	real	a genuine repeated block: the same statements carry the same decision in 4 places (gigatoken::pretokenize::fast::cl100k::advance_pos, gigatoken::pretokenize::fast::olmo3::advance_pos, gigatoken::pretokenize::fast::qwen2::advance_pos +1 more), so the next fix lands in one of them
src/pretokenize/fast/cl100k_family.rs:42:11:clone:1900e55bcaa6	rs:11	structural-clones	clone	indexed	src/pretokenize/fast/cl100k_family.rs	42	gigatoken::pretokenize::fast::cl100k_family::smear_up	structural clone x2: gigatoken::pretokenize::fast::cl100k_family::smear_up, gigatoken::pretokenize::fast::o200k_family::smear_up	real	a genuine whole-function clone across 2 definitions (gigatoken::pretokenize::fast::cl100k_family::smear_up, gigatoken::pretokenize::fast::o200k_family::smear_up) - one behaviour with 2 homes
src/pretokenize/fast/cl100k_family.rs:132:11:clone-block:c5b43a0a36c7	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k_family.rs	132	gigatoken::pretokenize::fast::cl100k_family::batch_masks	structural block clone x3 (8 stmts): gigatoken::pretokenize::fast::cl100k_family::batch_masks, gigatoken::pretokenize::fast::o200k_family::batch_masks, gigatoken::pretokenize::fast::r50k::batch_masks	real	a genuine repeated block: the same statements carry the same decision in 3 places (gigatoken::pretokenize::fast::cl100k_family::batch_masks, gigatoken::pretokenize::fast::o200k_family::batch_masks, gigatoken::pretokenize::fast::r50k::batch_masks), so the next fix lands in one of them
src/pretokenize/fast/cl100k_family.rs:132:11:clone-block:a42f84947699	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k_family.rs	132	gigatoken::pretokenize::fast::cl100k_family::batch_masks	structural block clone x2 (9 stmts): gigatoken::pretokenize::fast::cl100k_family::batch_masks, gigatoken::pretokenize::fast::o200k_family::batch_masks	real	a genuine repeated block: the same statements carry the same decision in 2 places (gigatoken::pretokenize::fast::cl100k_family::batch_masks, gigatoken::pretokenize::fast::o200k_family::batch_masks), so the next fix lands in one of them
src/pretokenize/fast/cl100k_family.rs:142:11:clone-block:18a03ac9d050	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k_family.rs	142	gigatoken::pretokenize::fast::cl100k_family::batch_masks	structural block clone x3 (5 stmts): gigatoken::pretokenize::fast::cl100k_family::batch_masks, gigatoken::pretokenize::fast::mask::ascii_masks, gigatoken::pretokenize::fast::r50k::batch_masks	real	a genuine repeated block: the same statements carry the same decision in 3 places (gigatoken::pretokenize::fast::cl100k_family::batch_masks, gigatoken::pretokenize::fast::mask::ascii_masks, gigatoken::pretokenize::fast::r50k::batch_masks), so the next fix lands in one of them
src/pretokenize/fast/cl100k_family.rs:142:11:clone-block:f0dac4f2926e	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k_family.rs	142	gigatoken::pretokenize::fast::cl100k_family::batch_masks	structural block clone x2 (6 stmts): gigatoken::pretokenize::fast::cl100k_family::batch_masks, gigatoken::pretokenize::fast::r50k::batch_masks	real	a genuine repeated block: the same statements carry the same decision in 2 places (gigatoken::pretokenize::fast::cl100k_family::batch_masks, gigatoken::pretokenize::fast::r50k::batch_masks), so the next fix lands in one of them
src/pretokenize/fast/cl100k_family.rs:144:11:clone-block:cd1afcffa03b	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k_family.rs	144	gigatoken::pretokenize::fast::cl100k_family::batch_masks	structural block clone x2 (7 stmts): gigatoken::pretokenize::fast::cl100k_family::batch_masks, gigatoken::pretokenize::fast::o200k_family::batch_masks	real	a genuine repeated block: the same statements carry the same decision in 2 places (gigatoken::pretokenize::fast::cl100k_family::batch_masks, gigatoken::pretokenize::fast::o200k_family::batch_masks), so the next fix lands in one of them
src/pretokenize/fast/cl100k_family.rs:159:11:clone-block:eaae72046eec	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k_family.rs	159	gigatoken::pretokenize::fast::cl100k_family::batch_masks	structural block clone x2 (6 stmts): gigatoken::pretokenize::fast::cl100k_family::batch_masks, gigatoken::pretokenize::fast::r50k::batch_masks	real	a genuine repeated block: the same statements carry the same decision in 2 places (gigatoken::pretokenize::fast::cl100k_family::batch_masks, gigatoken::pretokenize::fast::r50k::batch_masks), so the next fix lands in one of them
src/pretokenize/fast/cl100k_family.rs:402:11:clone-block:2266affd9a4f	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k_family.rs	402	gigatoken::pretokenize::fast::cl100k_family::family_algebra	structural block clone x2 (7 stmts): gigatoken::pretokenize::fast::cl100k_family::family_algebra, gigatoken::pretokenize::fast::o200k_family::o200k_algebra	real	a genuine repeated block: the same statements carry the same decision in 2 places (gigatoken::pretokenize::fast::cl100k_family::family_algebra, gigatoken::pretokenize::fast::o200k_family::o200k_algebra), so the next fix lands in one of them
src/pretokenize/fast/cl100k_family.rs:410:11:clone-block:2bd92c176b9f	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k_family.rs	410	gigatoken::pretokenize::fast::cl100k_family::family_algebra	structural block clone x2 (5 stmts): gigatoken::pretokenize::fast::cl100k_family::family_algebra, gigatoken::pretokenize::fast::o200k_family::o200k_algebra	real	a genuine repeated block: the same statements carry the same decision in 2 places (gigatoken::pretokenize::fast::cl100k_family::family_algebra, gigatoken::pretokenize::fast::o200k_family::o200k_algebra), so the next fix lands in one of them
src/pretokenize/fast/cl100k_family.rs:471:11:clone-block:ef9466b6d80b	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k_family.rs	471	gigatoken::pretokenize::fast::cl100k_family::family_algebra	structural block clone x2 (11 stmts): gigatoken::pretokenize::fast::cl100k_family::family_algebra, gigatoken::pretokenize::fast::o200k_family::o200k_algebra	real	a genuine repeated block: the same statements carry the same decision in 2 places (gigatoken::pretokenize::fast::cl100k_family::family_algebra, gigatoken::pretokenize::fast::o200k_family::o200k_algebra), so the next fix lands in one of them
src/pretokenize/fast/cl100k_family.rs:526:11:clone-block:2c3c01065d3b	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k_family.rs	526	gigatoken::pretokenize::fast::cl100k_family::family_algebra	structural block clone x2 (10 stmts): gigatoken::pretokenize::fast::cl100k_family::family_algebra, gigatoken::pretokenize::fast::o200k_family::o200k_algebra	real	a genuine repeated block: the same statements carry the same decision in 2 places (gigatoken::pretokenize::fast::cl100k_family::family_algebra, gigatoken::pretokenize::fast::o200k_family::o200k_algebra), so the next fix lands in one of them
src/pretokenize/fast/cl100k_family.rs:572:11:clone-block:fb1d388b475f	rs:11	structural-clones	clone-block	indexed	src/pretokenize/fast/cl100k_family.rs	572	gigatoken::pretokenize::fast::cl100k_family::family_algebra	structural block clone x2 (5 stmts): gigatoken::pretokenize::fast::cl100k_family::family_algebra, gigatoken::pretokenize::fast::o200k_family::o200k_algebra	real	a genuine repeated block: the same statements carry the same decision in 2 places (gigatoken::pretokenize::fast::cl100k_family::family_algebra, gigatoken::pretokenize::fast::o200k_family::o200k_algebra), so the next fix lands in one of them
src/pretokenize/fast/kimi.rs:68:11:clone:3226c0bc051c	rs:11	structural-clones	clone	indexed	src/pretokenize/fast/kimi.rs	68	gigatoken::pretokenize::fast::kimi::FastKimiPretokenizer::next	structural clone x9: gigatoken::pretokenize::fast::cl100k::FastCl100kPretokenizer::next, gigatoken::pretokenize::fast::kimi::FastKimiPretokenizer::next, gigatoken::pretokenize::fast::nemotron::FastNemotronPretokenizer::next +6 more	real	a genuine whole-function clone across 9 definitions (gigatoken::pretokenize::fast::cl100k::FastCl100kPretokenizer::next, gigatoken::pretokenize::fast::kimi::FastKimiPretokenizer::next, gigatoken::pretokenize::fast::nemotron::FastNemotronPretokenizer::next +6 more) - one behaviour with 9 homes
