key	rule	slug	arm	tier	file	line	symbol	message	verdict	why
src/league_predictor/predraft/cleaning.py:10:35:entangled:league_predictor.predraft.cleaning<->league_predictor.predraft.feature_cache	35	import-topology	entangled	indexed	src/league_predictor/predraft/cleaning.py	10	league_predictor.predraft.cleaning	league_predictor.predraft.cleaning, league_predictor.predraft.feature_cache import each other (cycle hidden behind a deferred import)	real	feature_cache's own comment says 'Local import avoids a cleaning <-> feature_cache import cycle' - the cycle is acknowledged and hidden rather than cut, and only clear_enriched_cache crosses it
src/league_predictor/predraft/evaluation/evaluate.py:484:35:hoistable-import:league_predictor.predraft.evaluation.evaluate._batched_base_map_probs:from league_predictor.predraft.pipeline.model_contract import predict_symmetric	35	import-topology	hoistable-import	indexed	src/league_predictor/predraft/evaluation/evaluate.py	484	league_predictor.predraft.evaluation.evaluate._batched_base_map_probs	function-scope import of league_predictor.predraft.pipeline.model_contract hides no cycle: hoist it (a deliberate startup deferral carries # sightline-ok: 35)	fp	one line of a two-import deferred block whose other line (pipeline.serve) is cycle-bound; splitting the block to hoist a Protocol-only module gains nothing
src/league_predictor/predraft/pipeline/serve.py:63:35:hoistable-import:league_predictor.predraft.pipeline.serve.series_prob:from league_predictor.predraft.pipeline.series_math import symmetric_series_prob	35	import-topology	hoistable-import	indexed	src/league_predictor/predraft/pipeline/serve.py	63	league_predictor.predraft.pipeline.serve.series_prob	function-scope import of league_predictor.predraft.pipeline.series_math hides no cycle: hoist it (a deliberate startup deferral carries # sightline-ok: 35)	real	a lone deferred import of a sibling that only imports probability, in a module that already imports five other pipeline modules at top level
src/league_predictor/predraft/ratings/skill_filter/index_snapshot.py:67:35:entangled:league_predictor.predraft.ratings.skill_filter.index_snapshot<->league_predictor.predraft.ratings.skill_filter.serving	35	import-topology	entangled	indexed	src/league_predictor/predraft/ratings/skill_filter/index_snapshot.py	67	league_predictor.predraft.ratings.skill_filter.index_snapshot.load_index_snapshot	league_predictor.predraft.ratings.skill_filter.index_snapshot, league_predictor.predraft.ratings.skill_filter.serving import each other (cycle hidden behind a deferred import)	real	mutual deferred imports (BaggedSkillFilterIndex one way, load_index_snapshot the other) between a store and its serving type - the snapshot payload contract has no home of its own
src/league_predictor/predraft/ratings/skill_filter/operations.py:320:35:hoistable-import:league_predictor.predraft.ratings.skill_filter.operations._prd_backfill_metrics:from league_predictor import metrics	35	import-topology	hoistable-import	indexed	src/league_predictor/predraft/ratings/skill_filter/operations.py	320	league_predictor.predraft.ratings.skill_filter.operations._prd_backfill_metrics	function-scope import of league_predictor.metrics hides no cycle: hoist it (a deliberate startup deferral carries # sightline-ok: 35)	fp	same paired-block shape: it sits under the deferred 'from ...evaluation.evaluate import Metrics', which is the cycle-bound one, so the two lines are one deferral
tools/diagnose_pick_loss.py:84:35:hoistable-import:diagnose_pick_loss.main:from league_predictor.draft_grading.diagnostics import AbilityFeatureStore, BulkStatsCache, bin_by_similarity, cosine, equivalence_set, in_distribution, load_ability_vectors, max_of_noise_null, role_champion_counts, summarize, legal_alternatives, load_diagnosis_grader, swap_champion	35	import-topology	hoistable-import	indexed	tools/diagnose_pick_loss.py	84	diagnose_pick_loss.main	function-scope import of league_predictor.draft_grading.diagnostics hides no cycle - league_predictor.draft_grading.diagnostics runs code at import time, which the deferral moves to first call: hoist it (a deliberate startup deferral carries # sightline-ok: 35)	real	the tool already imports numpy and league_predictor.config at module level (with a noqa for the sys.path insert), and the diagnostics chain is numpy-only - no torch - so the post-argparse deferral of thirteen names defends nothing
tools/run_discovery_benchmark.py:142:35:hoistable-import:run_discovery_benchmark.score_events:from league_predictor.draft_grading.diagnostics import BulkStatsCache	35	import-topology	hoistable-import	indexed	tools/run_discovery_benchmark.py	142	run_discovery_benchmark.score_events	function-scope import of league_predictor.draft_grading.diagnostics hides no cycle - league_predictor.draft_grading.diagnostics runs code at import time, which the deferral moves to first call: hoist it (a deliberate startup deferral carries # sightline-ok: 35)	fp	the script inserts src/ onto sys.path at runtime and consistently keeps every first-party import inside functions; hoisting this one would need the E402 escape and would single out one import from that convention
tests/predraft/test_integration.py:169:46:unfailable:tests.predraft.test_integration.test_integration_end_to_end:160	46	unfailable-test	unfailable	heuristic	tests/predraft/test_integration.py	169	tests.predraft.test_integration.test_integration_end_to_end	tests.predraft.test_integration.test_integration_end_to_end swallows the exception path - the test cannot fail there	fp	the try's success path appends to feature_rows/labels and a later 'assert len(feature_rows) >= 10' reads them, so the swallowed match is bounded by a downstream verdict
tests/dashboard/test_predict_api.py:306:47:sleepy:tests.dashboard.test_predict_api.test_oracle_kicks_off_one_warmup_and_reports_warming:306	47	sleepy-test	sleepy	heuristic	tests/dashboard/test_predict_api.py	306	tests.dashboard.test_predict_api.test_oracle_kicks_off_one_warmup_and_reports_warming	tests.dashboard.test_predict_api.test_oracle_kicks_off_one_warmup_and_reports_warming sleeps 0.05s - wall-clock waits make tests slow and flaky	real	the sleep is a race with daemon warmup threads before asserting len(calls)==1; the stub should set an Event (or the thread be joined) so the test synchronizes on the build instead of guessing 50ms
tools/calib_harness.py:33:57:dead-key:calib_harness._metrics:n	57	dead-key	dead-key	indexed	tools/calib_harness.py	33	calib_harness._metrics	calib_harness._metrics writes 'n' on every path, and none of its 1 sinks reads it (keys: {acc, brier, ece, logloss, n, resolution}; read: {acc, brier, ece, logloss})	real	the single sink _panel rebuilds its own dict from logloss/brier/acc/ece; 'n' is never read there and CalibResult.n is filled elsewhere
tools/calib_harness.py:33:57:dead-key:calib_harness._metrics:resolution	57	dead-key	dead-key	indexed	tools/calib_harness.py	33	calib_harness._metrics	calib_harness._metrics writes 'resolution' on every path, and none of its 1 sinks reads it (keys: {acc, brier, ece, logloss, n, resolution}; read: {acc, brier, ece, logloss})	real	metrics.resolution() is computed over the full stream on every call and the only sink (_panel) never reads the key - work done and thrown away
