ts	phase	decision	why	evidence	result
2026-08-23	g2-wave1	7 blind Opus judges launched in parallel, one per calibration repo; per-repo pipeline: commit phase-1 -> audit (sequential, oracle trap) -> continue judge phases 2-3	plan Judge protocol; round-2 blindness delta (no report+audit batching)	corpus-ext/BRIEF.md	launched
2026-08-23	g2-wave1	all 7 phase-1 reports committed strictly pre-audit (criterion 2 clean, no batching); audits sequential; pyang vendored yacc.py excluded by config (round-1 Impacket precedent, judge-declared vendored)	criterion 2; invariant: configs exclude vendored only	git log; corpus-ext/configs/pyang.toml
2026-08-23	g2-fix	16 classes fixed fixture-pinned (22/24 red pre-fix); thresholds (G2-W/X) wont-fix per discipline; ladder green except gate_bench latency (pre-existing elephant-file scaling, pinned in benchmarks.md; #17 quadratic->linear, 33/33 equivalent)	criteria 4+8	git log e68bfa8..HEAD; benchmarks.md
2026-08-23	g2-converge	wave-2 not dry (2 new classes) -> wave-3 fixes F-A..F-D landed red-pinned -> both judges confirm 0 remaining new classes; CONVERGED	criterion 5; plan Loop (wave budget adjusted per its own trigger)	docs/status-gauntlet2.md; corpus-ext/reports/*.wave2.md
2026-08-23	g2-heldout	held-out ban lifted at convergence; precision sample seed 20260830 pinned NOW, before any held-out cloning or judging	plan Banned shortcuts (seed pinned before judging)	corpus-ext/decisions.tsv
2026-08-23	g2-heldout	criterion 6: indexed 85% PASS, heuristic 80% PASS, proved 15% FAIL (seed 20260830); 3 real = honest annotated isinstance redundancy, 17 fp = django py.typed-absent cached_property + peewee static-over-dynamic + test asserts	criterion 6; FP-K lineage	corpus-ext/precision-round5.md
2026-08-23	g2-heldout	FP-K-lineage proved unsoundness NOT fixed (held-out ban); v-next: extend local-annotation restriction to isinstance arm	Banned shortcuts	docs/status-gauntlet2.md
2026-08-23	g2-heldout	criterion 7 recall baseline pooled 189/389=49% (django 23, peewee 64, cbb 54); round-1 was 46%	criterion 7	docs/status-gauntlet2.md
2026-08-23	g2-close	close ladder green: pytest 374, corpus polarity+determinism, ratchet/metric/fix/perf_catalog 9-9/comment_parity 6-6, own gate --full 0 blocking; budget reclaimed (seed-history + trap-dup comments cut); metric re-anchored 185.61->185.65 argued (+0.04 wave-3 code)	criterion 8	git log; task bwd2sus0v
2026-08-23	g2-close	criteria walk 8/9 met (c6 partial: proved FAIL is the headline); v-next seed recorded incl ty-unnecessary fork plan	orchestrate close	docs/status-gauntlet2.md; docs/plans/2026-08-23-ty-unnecessary-fork.md
2026-08-23	g2-close	blind close audit (fresh Opus, general-purpose): 5/6 PASS; DISCREPANCY on criterion 8 — committed HEAD gate --full blocked 1 (status doc self-tripped #28 on backtick urls.py in the v-next seed). Corrected: reworded to non-path phrase, gate re-verified 0 blocking. Blindness 10/10, red-pre-fix 4/4 sampled, proved-FAIL mechanism confirmed (no django py.typed), manifest integrity ok	orchestrate close	task a3620f0c; docs/status-gauntlet2.md
2026-08-24	v5-calibration	precision round 6 seed 20260831 pinned NOW, before any family-T finding on R/M is viewed (corpus run not yet started)	v5 plan Banned shortcuts (seed pinned before judging)	corpus-ext/decisions.tsv
2026-08-24	v5-calibration	round 6 heuristic 9/20 = 45% FAIL (fp classes: mock assert_called* read as constant asserts, #45 call-before-patch, #46/#47 inside nested stubs, #46 cleanup/recording handlers) -> four monotone restrictions; confirmation round 6b seed 20260832 pinned NOW before the re-audit	v5 plan Calibration (restrict or cut, fresh seed)	corpus-ext/decisions.tsv
2026-08-24	v5.1-calibration	precision round 7 seed 20260833 pinned NOW, before any v5.1 finding on L/R/M or a gauntlet clone is viewed; pools per arm (swallowed-default-return, swallowed-log-only, import-time-effect, interaction-only), min(20,N) each, drawn from L/R/M + the 17 non-held-out clones; django-unfold/peewee/claude-bug-bounty audited and counted only	v5.1 plan Banned shortcuts (seed pinned before judging; held-out ban stands)	corpus-ext/decisions.tsv; scripts/precision_sample.py:SEED
2026-08-24	v5.1-calibration	round 7 (seed 20260833): default-return 5/15, log-only 11/20, import-time 7/20, interaction-only 1/4 -> three monotone restrictions (bool/message defaults and annotated-Optional None returns are contracts; warning-only handlers declared non-fatal; main-guarded modules are scripts) and #48 cut; confirmation round 7b seed 20260834 pinned NOW before the re-audit	v5.1 plan Precision round 7 (restrict or cut; fresh seed before a confirmation)	docs/status-v5.1.md; scripts/precision_sample.py:SEED
2026-08-25T14:00	frame	campaign branch review-2026-08-25 off master@955474f; 4 waves, 11 units, Opus workers in sibling worktrees	file ownership partitions the waves; structural work after the engine floor (opportunities.md order 1->2, 6->7, 3->5)	docs/plans/2026-08-25-engine-review.md	open
2026-08-25T14:00	frame	E: cut purchase-price-mean rather than replace it	the metric priced the refactors the rules recommend; bench walls keep the Metric machinery alive	CLAUDE.md traps (two blocked refactors); docs/review/architecture.md row E	open
2026-08-25T14:00	frame	K: numeric ids stay; navigability via family-named files, @rule adjacency, slug suppression alias	renumbering breaks every sightline-ok in corpus configs and baselines	docs/review/architecture.md row K	open
2026-08-25T14:02	frame	before-capture of L/R/M audits at master code into corpus/results/before-review	CLAUDE.md trap: corpus/results is regenerated; the before half must exist first	corpus/results/before-review/	done: L 12.2 s / R 5.6 s / M 43.0 s, polarity pass
2026-08-25T14:05	frame	workers share the main .venv via PYTHONPATH=<worktree>/src (no junction)	probe: PYTHONPATH stub resolved ahead of the editable install; junction trap in CLAUDE.md	docs/plans/2026-08-25-engine-review.md#worker-protocol	verified
2026-08-25T14:20	frame	per-worktree venv (editable install + copied shim) instead of PYTHONPATH sharing	fix_check.py pins PY and corpus siblings to the script root: a shared venv cannot run corpus receipts from a worktree	scripts/fix_check.py:23-31	supersedes 14:05 row
2026-08-25T14:20	frame	B sharpened: fast mode runs file-scoped GATE+RATCHET; GATE never baseline-absorbed; REPORT never blocks	GATE-only fast mode would strip the hook of every volume rule; the review asks for the axis to change, not the bite	docs/plans/2026-08-25-engine-review.md row B	open
2026-08-25T14:22	wave1	spawn callee, posture, output, install-profile (Opus, own worktrees)	disjoint file ownership; gate.py dedupe call sites and corpus_check are the known overlap, resolved at merge by intent	../sightline-review/{callee,posture,output,install-profile}	running
2026-08-25T14:45	wave1	posture unit verified PASS: bf5c28d; B (GATE #31/#44, REPORT #23/#41, rest RATCHET), I (audit no bench); B-prime NO-GO on measurement (rules 4.25 s vs 1 s budget), no code shipped	cmp of after vs before-review audits identical x3 (orchestrator-run); 424 fast tests pass fresh in the worktree; _blocking at gate.py:137	../sightline-review/posture bf5c28d	verified
2026-08-25T14:45	wave1	B-prime closed: per-file facts cache dropped; missing.md cache row to be struck at close; trap-ledger row queued for the navigability unit	worker measurement: facts 5.75 s, #11 3.72 s, pickle transport 166 MB / 3.28 s load	posture report	closed
2026-08-25T15:05	wave1	install-profile verified PASS: 2c27740; J (install_oracle.py, pin repo=../ty-unnecessary commit 376ed7f — fork commits exist only in that checkout, no reachable remote), A-i (profile_audit.py; oracle 14.6 s of 40.6 s on M under load)	fresh 425 fast tests in worktree; src seam is a 4-line on_rule callback; fresh-venv receipt quoted in report	../sightline-review/install-profile 2c27740	verified
2026-08-25T15:05	wave1	aside queued: fast gate passes an unparsable file silently (def f(: -> blocking 0, exit 0) — GateResult.notes must name parse errors	install-profile report; hook soundness	src/sightline/gate.py run_fast	queued for wave 3 scope-migration brief
2026-08-25T15:05	wave1	aside queued: profile_audit._pending mirrors gate.collect types-query supplier (7 lines); one wire_type_queries home in gate.py	install-profile report	scripts/profile_audit.py:40-47	queued for merge fixup
2026-08-25T15:15	wave1	install-profile pin table renamed [tool.sightline.oracle-build]: a8c5047 TOML cannot hold both `oracle = false` and an `oracle` table	worker reply: 498 passed, gate 0 blocking	a8c5047	verified
2026-08-25T15:30	wave1	output verified PASS-with-issues: 8604c3b; C cut, D within-rule rank + #27 per module (L/R/M 34/28/101), E metric cut	orchestrator recount of after JSONs; 419 fast tests fresh; corpus deltas #27 and five un-eaten #2/#4 findings only	../sightline-review/output 8604c3b	verified
2026-08-25T15:30	wave1	row C premise corrected: dedupe WAS collapsing #2/#4 (shared redundant: namespace, 5 findings on the corpus); #4 renamed caller-established: (a.py:213), then the stage cut; pinned by test_no_two_rules_share_a_cause_namespace	worker replay of the old stage over after JSONs: 0 collapsed post-rename	8604c3b tests/test_findings.py	superseding ruling C
2026-08-25T15:30	wave1	D bar amended: the 50% top-100 share applies below the tier key (M top-100 is 55 proved #2 by the tier ruling; L 28% #11, M 22% #11 in the non-proved head)	tier-first is a standing ruling; the bar measured the #27 flood, which is gone everywhere	output report; corpus/results/after	amended
2026-08-25T15:30	merge	fix_check corpus lookup: keep SIGHTLINE_CORPUS_ROOT (be84529), drop the parent.parent heuristic from 8604c3b at merge; corpus_check shrinks to one clean-pole path (its bad-repo args served only the cut metric)	explicit over magic paths; every arg pulls its weight	scripts/fix_check.py scripts/corpus_check.py	planned
2026-08-25T16:00	merge	posture 5080979, output 0d36234, install-profile merged, fixups d14407b (wire_oracle_queries one home, corpus_check one path, cut_receipt bench pop cut); conflicts resolved by intent: gate.collect bench kwarg + dedupe-free docstring, #27 RATCHET + new meaning, fix_check env root, architecture.md posture paragraph	430 fast tests, gate 0 blocking on edited files, corpus_check pass	d14407b	done
2026-08-25T16:20	wave1	callee verified PASS: 2f01c0f 8fb6b17 merged; H (BY_NAME kind, callee_of, effects class/instance edges), summaries one graph, Provers.hot via _once; Oracle._run KEPT (fork parity scripts read it: ty-unnecessary/scripts/diff_pyright.py:132, parity_types.py) — opportunities row 7 partly wrong	423 fast tests fresh in worktree; worker probe: 0 by-name guesses confirmed to a different target on L/M; six hand-traced deltas, four false-edge class	../sightline-review/callee 8fb6b17	verified
2026-08-25T16:20	wave1	queued for wave 2: t.py _callee (#42/#43/#46) and b.py impure_call (#16) read facts.call_index and misread BY_NAME/unknown as no-callee — must read provers.calls and skip non-RESOLVED (context, surface briefs); facts.calls_to has no src reader (navigability); fork gap: shim marks no external callees (todo.md)	callee report issues 1,2,4,5	src/sightline/rules/t.py:57 src/sightline/rules/b.py:677	queued
2026-08-25T16:40	precision/frame	before-capture corpus/results/before-precision taken alone on master fcb73fa; byte-identical to the campaign-close capture	receipts need a before the regeneration overwrites	corpus/results/before-precision/*.json (cmp identical x3)	done
2026-08-25T16:50	wave1	ladder green on merged tree: 508 passed; baseline 69->23 keys (all 23| keys leave by ruling B, two 15| keys close under H, 27| rekeyed to module); bench:audit-wall-rofl 4.71 s; corpus deltas vs before-review = union of output (2,4,27) and callee (5,6,16,25,37,41,42) attributions, none unexplained; corpus_check non-vacuous (#31, #44) pass	corpus/results/wave1/*.json; $TEMP/sl-wave1-ladder.txt	HEAD	done
2026-08-25T16:50	wave2	spawn scope, trust, surface, context from the wave-1 merge; bar = byte-identical vs corpus/results/wave1 audits and fix diffs except listed deltas, each hand-checked	structural pass after the engine floor; rule-side None-branch removal deferred to wave-3 scope-migration	../sightline-review/{scope,trust,surface,context}	running
2026-08-25T17:10	wave2	fix reference captured at the wave-1 merge: L 200 verified / M 319 (320 before; the lost #5 is the false-edge rglob lift callee traced)	trust unit must keep fix output byte-identical; audits alone do not cover the counterfactual path	corpus/results/wave1/{lol-predictor,merged-calculator}.fix.diff	done
2026-08-25T17:30	precision/frame	triage by six read-only scouts (one probe per hole on the current tree): 64 holes -> 11 closed by the review, 5 not-a-bug, 48 reproduce; rulings per hole in the plan; sampling seed 20260841 pinned before any judging	precision.md predates the review's renames and rulings; a fix unit re-deriving each row would spend its window on archaeology	docs/plans/2026-08-25-precision-round.md	plan committed
2026-08-25T17:35	precision/frame	six units in one wave (effects, worlds, trust, surface, context, tests-perf), file ownership per plan; scope.py and handlers.py touched by several units in disjoint functions, merged by intent; corpus receipts serialized by a directory lock; SIGHTLINE_CORPUS_ROOT names the siblings from a worktree	one wave: no unit depends on another's output; a failure costs a unit	scratchpad/setup_unit.sh (11 s per worktree+venv)	spawned
2026-08-25T17:40	wave2	scope verified PASS and merged: 0bf97de; Scope/Write/Guard/Footprint in provers/scope.py, usage.py deleted, astutil 268->110, null-object accessors; bug fixed: RetTypes.return_type crashed under oracle=false (pinned tests/provers/test_degraded.py)	orchestrator cmp identical x3 vs wave1; 447 fast tests fresh pre/post merge; context budget 144.4k of 149k	merge commit HEAD	verified
2026-08-25T17:40	wave2	queued for wave 3 scope-migration: p.py:45/202 -> scope.writes; idioms.py:107 needs a loads product; c.py:78 needs Write.value; b.py:726 needs name loads; b.py:590 + grounding._annotated_fields want class_fields(facts, cls_q); c.py:229 stays on is_mutation_context; unresolved.py:53 walk is whole-symbol (decide at close); fold the structural pin from test_scope.py into test_source_shape.py	scope report migration table	src/sightline/provers/scope.py	queued
2026-08-25T18:10	wave2	trust verified PASS: 49b33aa 7144c60; verify_splice, provers/annotations.py, trust.py; #49 = mutable-default (file-scoped, split from #9) — poc/record-flow plan named #49 for record-flow, renumbers on promotion; annotations ruling: admits follows aliases, reads (#1 weakness/#40 verdict) judge the written annotation	orchestrator semantic diff 0 gained/0 lost x3 (3+3 #5 message changes: suggest clause dropped for forwarded params); fix cmp identical L and M by orchestrator run; 440 fast tests fresh	../sightline-review/trust 7144c60	verified
2026-08-25T18:10	wave2	queued: internal_module squats in provers/annotations.py, home is provers/imports.py (context/wave 3); baseline keys sightline.rules.a.* rename at re-baseline; CLAUDE.md #1-48 -> #1-49 (wave 4); precision.md aside: #5 suggest clause is unverified advisory	trust report issues 3,4,8	src/sightline/provers/annotations.py	queued
2026-08-25T18:10	precision/wave1	trust verified PASS: 84d2188 eef864d; 10 holes, 572 passed, gate 0, budget 153.6k/158k; corpus: M #10 292->60 (prod-caller ruling, sample 8/8 FP), L #10 -10 (8/8 FP), #40 -9 (n_*/sum_/max_ heads), #7 -4, #1 +1/-4, #3 -1 (one TP lost: re.findall list, not widened after judging -> todo), #4 -1 (entry-value guard)	spot-check: commits + diff stat + corpus log exist	../sightline-precision/trust/corpus/results/corpus_run.trust.log	merge at close in unit order
2026-08-25T18:30	precision/wave1	context verified PASS: 852c103..4ff2723 (5 commits); 16 holes, 586 passed, gate 0, parity 6/6, budget 155.0k/158k; corpus: M #39 696->677 (ratio>2, sample 8/8 FP), #35 pairs fold into SCCs (cause keys change, own baseline unaffected), #34 +5 loop exits (4 retry-loop continues with a reason: next-restriction candidate, below sample bar), #32 +-3 (positional fields, self-reference TP), #38 env-key-dup 0 on corpus	spot-check: commits + diff stat + clean tree	../sightline-precision/context/corpus/results/*.json	merge at close
2026-08-25T18:40	wave2	surface verified PASS and merged: da3657c; provers/clones.py, surface.py 1476->1307, #16 on the graph (M 31->27, all four ctx.stat prefixes carry gr: effects), one #21 message re-sampled by document order (known trap)	orchestrator semantic diff: 0 gained, 4 lost on M (#16), 1 message on R; 438 fast tests fresh; merge: #16 body = Scope queries + graph-site impure scan	merge HEAD	verified
2026-08-25T18:40	wave2	queued: trap-ledger row (unparse+parse eval round trip normalizes only the root ctx to Load); effects marks every self-assigning __init__ mutates-arg so callee_of readers see constructions as mutations (scope/effects, close); surface.py _document_order/_by_statement/_ancestor_ids/_walk_own_scope are Scope candidates (wave 3); baseline re-key 36|sightline.rules.b -> surface at re-baseline	surface report issues 1-5	src/sightline/rules/surface.py	queued
2026-08-25T19:20	wave2	context verified PASS and merged: e9fdfff 5edc2a5 -> f6f6b47; c.py -> context/imports/dead, four provers, contracts as facts, Catalog shape, family T via CallGraph.by_node (M #42 -1 hand-traced), #30 -> demeter-reach (R two anchors move by document order)	orchestrator semantic diff matches the report exactly; merge ported trust two-line #34 edit into dead.py; 459 fast tests after fixups	f6f6b47 c53d14e	verified
2026-08-25T19:20	wave2	context-budget pin 149k -> 152k at the wave-2 merge (150.8k measured); reclaim owed by waves 3-4, close restores or argues	each unit fit alone; the sum of four provers headers did not	c53d14e tests/test_context_budget.py	open
2026-08-25T19:20	wave2	queued: 10 residual ast.walk( in rules are sub-expression walks (context/dead/tests_quality/perf/idioms) — wave 3 pin scopes to fn/module/class walks or astutil gains subnodes(); internal_module now in provers/imports (trust re-export to drop); fork gap: no callee edge for a same-module helper-returned receiver (todo.md)	context report issues 2-4	tests/test_source_shape.py	queued
2026-08-25T19:50	wave2	ladder green: 533 passed; corpus vs wave1 = M #16 31->27, #42 21->20 (both hand-traced by units), L/R none; corpus_check pass; own gate --full 56 blocking = campaign own debt (25 #28 renamed-file doc refs, ~20 code findings incl. two proved #2 on null-object branches, #14 clump class, #27 build.py growth)	$TEMP/sl-wave2-ladder.txt; corpus/results/wave2	de3f62f	done
2026-08-25T19:50	wave3	three units: emitters (A-ii), scope-migration (G rule-side + F pins + null-object branches), own-gate (provers/scripts/docs findings from the wave-2 gate --full; docs/review excluded like corpus-ext as evidence quoting a past tree); re-baseline is the orchestrator step after all three merge (#14 clumps and #27 build.py absorbed by argument)	gate --full list; simplify campaign precedent (own-gate fixer after merge)	../sightline-review/{emitters,scope-migration,own-gate}	spawning
2026-08-25T20:30	wave3	own-gate verified PASS and merged: d8142e2 5902dbd b3f39b0 efe43d8; parse-error ruling confirmed: a changed file that does not parse blocks the fast gate (exit 1 + note), --full names them (ROFL vendored py2 would fail CI forever); calls_to and non_perf cut; facts.rel_of one home; docs/review excluded as past-tree evidence	orchestrator cmp identical x3 vs wave2; 461 fast tests pre/post merge; own-tree findings 133->97 (oracle off)	merge HEAD	verified
2026-08-25T20:30	wave3	queued: #32 flags a re-export binding (rules/util.py is_external_type) as dead because liveness resolves refs to the origin symbol — FP class for a precision round (precision.md); scripts/ratchet_roundtrip.py:61,74 #11 block clone unowned; provers/rettypes.py:73 one more rel_of site (wave 4)	own-gate report issues 3,5	src/sightline/provers/liveness.py	queued
2026-08-25T21:00	wave3	scope-migration verified PASS and merged: d3b2daf; ast.walk banned in rules/ (astutil.subnodes), class_fields/by_statement/ancestor_ids/names/uses_of on Scope, two proved #2 branches gone; carve-outs kept as subnodes walks: context._bound_to_literal_strings (module scope, parent climb), idioms._range_len (Store-vs-Del on subscripts)	orchestrator cmp identical x3 vs wave2; 465 fast tests fresh; merge: util.py re-export dropped (scope-migration side)	merge HEAD	verified
2026-08-25T21:00	wave3	queued for re-baseline: #27 on provers/scope.py (477 lines, 8 hot symbols) absorbed by argument — the ruling concentrates body reads there; ducking the bar would be metric tuning. Aside: Write.decl never set for attribute targets (latent)	scope-migration report issues 5,8	src/sightline/provers/scope.py	queued
2026-08-25T21:40	wave3	emitters verified PASS and merged: c17c520; fix coverage L 200->254, M 319->423 (fix_check PASS x3, target suites green post-apply per worker); audits byte-identical; budget pin 152k->155k accepted (154.9k measured) — wave 4 reports the final number	orchestrator cmp identical x3 vs wave2; L fix headers 77->98 files (superset); 469 fast tests after merge; merge: free _placed with module-owner semantics, dead.py module_loads -> liveness prover, surface ast.walk(ret) -> subnodes for the hardened pin	5a6564f	verified
2026-08-25T21:40	wave3	queued for wave 4 (CLAUDE.md traps): (a) apply_edits reads spans as disjoint — a whole-line blank and an inner edit overlap; (b) a module-owned splice must watch every file (empty caller_rels is not "no callers"); (c) vulture-grade liveness misses monkeypatch/mock.patch seams and keyword-only record fields — Unseen guard. Precision candidates: #32 names reached only by keyword/string, #48 defs patched by string; #35 hoist guard broad by design (L 56->31)	emitters report issues 2-4	src/sightline/emit.py src/sightline/provers/liveness.py	queued
2026-08-25T22:20	wave3	ladder: 552 passed after fixup db4886b (merge left surface.py without the subnodes import; one oracle fold test caught it); corpus vs wave2 byte-identical x3; own gate --full 14 blocking: 2 docs/status-review.md refs (close), 4 #14 threaded-context clumps + 2 #27 (build.py 683, scope.py 477) absorbed by argument at re-baseline, 5 mechanical (emit._independent fold, findings.blank Sequence, dead._dead_symbol/_dead_imports folds, emit #14 splicer signature) -> wave 4	corpus/results/wave3/own-gate-full.txt	db4886b	done
2026-08-25T22:20	wave4	spawn navigability from db4886b: @rule adjacency, slug suppression alias, docs converge (CLAUDE.md traps x3 from emitters, benchmarks per-rule table from wave3 audits, fix coverage), residual own-gate items; bar byte-identical vs wave3	K is the last row; re-baseline and status doc are the close	../sightline-review/navigability	running
2026-08-25T22:20	precision/wave1	effects verified PASS: 0ded5d8 e59a333; 10 holes, 579 passed, gate 0, budget 153.7k/158k; corpus: every moved finding judged (no rule >8): L #6 +3 TP (purity through bindings), #16 -2 FP; R #16 +2/-1, #32 -3 TPs recovered by store!=use (e59a333, dead.py hunk for context); M #6 -3 FP (constructor mutates-self dropped), #9 +1 TP, #16 -2 FP, #43 +1 TP (EXTERNAL plain receiver)	spot-check: commits + diff stat + clean tree; cross-unit hunks: trust.py:530 atom, dead.py store!=use	../sightline-precision/effects/corpus/results/*.json	merge at close
2026-08-25T22:25	precision/wave1	worlds, surface, tests-perf stopped their turns waiting on background corpus runs and their transcripts were lost with a session reset; three finisher agents spawned from the worktrees (FINISH_BRIEF: verify commits, complete the done predicate, foreground only)	worktrees hold commits + receipts; only the reports were lost	git log in ../sightline-precision/{worlds,surface,tests-perf}	spawned
2026-08-25T22:40	precision/merge	integration branch precision-2026-08-25: trust, context, effects merged by intent; dead.py conflict resolved by folding effects' store!=use into context's liveness.referenced_outside (one predicate), both #6 tests kept, budget comment = the plan's	two units changed #32's use test in one line; the composed rule belongs to the prover	git log precision-2026-08-25 (3 merge commits); fast suite 520 passed	worlds/surface/tests-perf pending
2026-08-25T22:50	precision/wave1	worlds verified PASS: 4480931..d16a1b7 (7 commits); 12 holes, 579 passed + 1 xfail(strict) (reflection 'else repo-wide' arm reverted: run-1 samples emptied #4/#5/#37 with 8/8 TP on L and M), gate 0, budget 154.9k/158k; corpus: L #5 -1 (class-chain reflection arm over fields(self) - a lost TP, below the sample bar; todo candidate)	spot-check: commits + clean tree	../sightline-precision/worlds/corpus/results/*.json	merge next
